snr,rel_error,rel_diff_chirp_mass
28.57606,-0.04435253702371172,0.04435253702371172
28.810217,-0.010408320871139649,0.010408320871139649
28.803728,0.0012016441311805404,0.0012016441311805404
27.468971,0.00215467751399821,0.00215467751399821
20.052658,-0.006942931318092327,0.006942931318092327
23.424849,0.011397698698011235,0.011397698698011235
23.51927,-0.011782307265935375,0.011782307265935375
25.877424,0.015479325515260189,0.015479325515260189
23.450884,0.019733080479207795,0.019733080479207795
22.55621,0.005660165054875078,0.005660165054875078
21.714338,0.01894118685694906,0.01894118685694906
28.655487,2.5209864458965543e-05,2.5209864458965543e-05
21.759882,0.02585854596625763,0.02585854596625763
24.042416,0.015321704151436744,0.015321704151436744
29.353378,0.009789566346501927,0.009789566346501927
25.249609,-0.002803932079374342,0.002803932079374342
29.231848,0.01392240880714107,0.01392240880714107
24.963066,0.004719400292659972,0.004719400292659972
24.883003,0.004762534313452436,0.004762534313452436
29.569517,0.011707023646040546,0.011707023646040546
23.970495,-0.0031745551070233315,0.0031745551070233315
22.800146,0.008577997739428564,0.008577997739428564
22.96133,-0.015024682732742314,0.015024682732742314
20.968922,0.013883391711451207,0.013883391711451207
21.29193,0.5979576363568526,0.5979576363568526
24.7094,-0.005333994817113536,0.005333994817113536
23.843119,-0.029878639560492918,0.029878639560492918
28.285162,0.009326077204314854,0.009326077204314854
25.61596,0.0038563380168518987,0.0038563380168518987
23.975927,0.018218492606445924,0.018218492606445924
23.035376,0.0035529363260457182,0.0035529363260457182
26.27189,0.006000012375662486,0.006000012375662486
24.423573,-0.000999474859745835,0.000999474859745835
23.99169,-0.012138247197405562,0.012138247197405562
29.060946,0.005313272721596867,0.005313272721596867
27.94001,-0.0007070715294855759,0.0007070715294855759
26.922691,0.008571587973695548,0.008571587973695548
29.131603,-0.02667379376264022,0.02667379376264022
24.111078,0.02924579928654934,0.02924579928654934
22.613188,0.006937776229817021,0.006937776229817021
22.011919,0.07554993252846176,0.07554993252846176
22.608126,0.003545420133187746,0.003545420133187746
22.63213,-0.3852454749092407,0.3852454749092407
22.78884,0.014251055003130744,0.014251055003130744
23.107323,-0.005363783740124597,0.005363783740124597
25.085167,0.013544701362697968,0.013544701362697968
29.746817,-0.016892668970990215,0.016892668970990215
25.937883,0.013482767017535705,0.013482767017535705
24.45282,0.021720242888403372,0.021720242888403372
25.780457,0.0017608222111275204,0.0017608222111275204
21.40151,0.02586258058182,0.02586258058182
26.008253,0.017214440443120208,0.017214440443120208
20.808958,0.011420589759815393,0.011420589759815393
28.288988,0.01997025886860294,0.01997025886860294
